425578 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425578 write(8, "LOG_START_wsgi ,TS=1715882229.06"..., 38) = 38
426050 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426050 write(1, "*#* RES_REC\n", 12)    = 12
426050 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426050 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426050 write(9, "\"{}\"", 4)            = 4
426050 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426050 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426050 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426088 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426088 write(8, "LOG_START_wsgi ,TS=1715882240.13"..., 38) = 38
426088 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426088 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426088 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426088 write(8, "PID = \n425109\n", 14) = 14
426088 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426088 write(8, "TID = \n426088\n", 14) = 14
426088 write(3, "INFO:werkzeug:TID = \n426088\n", 28) = 28
426088 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426088 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426088 write(8, "LOG_STOP_wsgi, TS=1715882240.131"..., 37) = 37
426088 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426088 write(1, "#*# REQ_SEND\n", 13)   = 13
426088 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426088 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426088 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426088 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426088 write(1, "*#* RES_REC\n", 12)    = 12
426088 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426088 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426088 write(11, "\"{}\"", 4)           = 4
426088 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426088 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426088 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426104 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426104 write(8, "LOG_START_wsgi ,TS=1715882240.79"..., 38) = 38
426104 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426104 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426104 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
426104 write(8, "PID = \n425109\n", 14) = 14
426104 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426104 write(8, "TID = \n426104\n", 14) = 14
426105 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364 <unfinished ...>
426104 write(3, "INFO:werkzeug:TID = \n426104\n", 28 <unfinished ...>
426105 write(8, "LOG_START_wsgi ,TS=1715882240.79"..., 37) = 37
426105 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426104 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426104 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426105 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
426105 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426104 write(8, "LOG_STOP_wsgi, TS=1715882240.794"..., 37) = 37
426104 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
426105 write(8, "PID = \n425109\n", 14 <unfinished ...>
426104 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
426105 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
426104 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426105 write(8, "TID = \n426105\n", 14) = 14
426105 write(3, "INFO:werkzeug:TID = \n426105\n", 28) = 28
426105 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426104 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426105 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426105 write(8, "LOG_STOP_wsgi, TS=1715882240.796"..., 36) = 36
426105 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
426105 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
426105 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426105 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426104 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426104 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426104 write(1, "*#* RES_REC\n", 12)    = 12
426104 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426104 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426104 write(12, "\"{}\"", 4)           = 4
426105 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426104 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426105 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426104 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426105 write(1, "*#* RES_REC\n", 12)    = 12
426104 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426105 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426105 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426105 write(12, "\"{}\"", 4)           = 4
426105 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426105 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426105 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426110 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426110 write(8, "LOG_START_wsgi ,TS=1715882240.97"..., 37) = 37
426110 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426110 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426110 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426110 write(8, "PID = \n425109\n", 14) = 14
426110 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426110 write(8, "TID = \n426110\n", 14) = 14
426110 write(3, "INFO:werkzeug:TID = \n426110\n", 28) = 28
426110 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426110 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426110 write(8, "LOG_STOP_wsgi, TS=1715882240.972"..., 36) = 36
426110 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
426110 write(1, "#*# REQ_SEND\n", 13)   = 13
426110 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426110 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426112 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426112 write(8, "LOG_START_wsgi ,TS=1715882240.98"..., 38) = 38
426112 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426112 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426112 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426112 write(8, "PID = \n425109\n", 14) = 14
426112 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426112 write(8, "TID = \n426112\n", 14) = 14
426112 write(3, "INFO:werkzeug:TID = \n426112\n", 28) = 28
426112 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426112 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426112 write(8, "LOG_STOP_wsgi, TS=1715882240.984"..., 37) = 37
426112 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426112 write(1, "#*# REQ_SEND\n", 13)   = 13
426112 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426112 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426110 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426110 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426110 write(1, "*#* RES_REC\n", 12)    = 12
426110 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426114 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426110 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426114 write(8, "LOG_START_wsgi ,TS=1715882240.99"..., 38) = 38
426114 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426114 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426114 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426114 write(8, "PID = \n425109\n", 14) = 14
426114 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426110 write(9, "\"{}\"", 4)            = 4
426114 write(8, "TID = \n426114\n", 14) = 14
426114 write(3, "INFO:werkzeug:TID = \n426114\n", 28) = 28
426114 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426110 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426110 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426114 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426110 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426114 write(8, "LOG_STOP_wsgi, TS=1715882240.993"..., 37) = 37
426114 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426114 write(1, "#*# REQ_SEND\n", 13)   = 13
426114 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426112 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426114 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426112 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426112 write(1, "*#* RES_REC\n", 12)    = 12
426112 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426112 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426112 write(11, "\"{}\"", 4)           = 4
426112 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426112 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426112 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426118 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426118 write(8, "LOG_START_wsgi ,TS=1715882241.00"..., 38) = 38
426118 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426118 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426118 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426118 write(8, "PID = \n425109\n", 14) = 14
426118 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426118 write(8, "TID = \n426118\n", 14) = 14
426118 write(3, "INFO:werkzeug:TID = \n426118\n", 28) = 28
426118 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426118 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426118 write(8, "LOG_STOP_wsgi, TS=1715882241.005"..., 37) = 37
426118 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426118 write(1, "#*# REQ_SEND\n", 13)   = 13
426118 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426118 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426114 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426114 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426114 write(1, "*#* RES_REC\n", 12)    = 12
426114 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426114 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426114 write(9, "\"{}\"", 4)            = 4
426114 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426114 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426114 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426118 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426118 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426118 write(1, "*#* RES_REC\n", 12)    = 12
426118 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426118 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426118 write(9, "\"{}\"", 4)            = 4
426118 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426118 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426118 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426139 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
426139 write(8, "LOG_START_wsgi ,TS=1715882241.13"..., 38) = 38
426139 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426139 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426143 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426139 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426143 write(8, "LOG_START_wsgi ,TS=1715882241.13"..., 38) = 38
426143 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426139 write(8, "PID = \n425109\n", 14 <unfinished ...>
426139 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426143 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426145 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426143 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426139 write(8, "TID = \n426139\n", 14) = 14
426139 write(3, "INFO:werkzeug:TID = \n426139\n", 28 <unfinished ...>
426145 write(8, "LOG_START_wsgi ,TS=1715882241.13"..., 38 <unfinished ...>
426145 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426143 write(8, "PID = \n425109\n", 14) = 14
426143 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
426139 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
426139 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426145 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
426145 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426143 write(8, "TID = \n426143\n", 14) = 14
426143 write(3, "INFO:werkzeug:TID = \n426143\n", 28 <unfinished ...>
426139 write(8, "LOG_STOP_wsgi, TS=1715882241.134"..., 37 <unfinished ...>
426139 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
426145 write(8, "PID = \n425109\n", 14 <unfinished ...>
426139 write(1, "#*# REQ_SEND\n", 13)   = 13
426145 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426139 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426143 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426143 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426145 write(8, "TID = \n426145\n", 14) = 14
426139 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426143 write(8, "LOG_STOP_wsgi, TS=1715882241.135"..., 37) = 37
426145 write(3, "INFO:werkzeug:TID = \n426145\n", 28) = 28
426145 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426143 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426143 write(1, "#*# REQ_SEND\n", 13)   = 13
426145 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426143 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426145 write(8, "LOG_STOP_wsgi, TS=1715882241.137"..., 37) = 37
426143 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426145 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426145 write(1, "#*# REQ_SEND\n", 13)   = 13
426145 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426145 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426139 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426139 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426139 write(1, "*#* RES_REC\n", 12)    = 12
426139 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426139 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426139 write(13, "\"{}\"", 4)           = 4
426139 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426139 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426139 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426143 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426143 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426143 write(1, "*#* RES_REC\n", 12)    = 12
426143 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426143 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426143 write(9, "\"{}\"", 4)            = 4
426143 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426143 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426143 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426145 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426145 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426145 write(1, "*#* RES_REC\n", 12)    = 12
426145 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426145 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426145 write(9, "\"{}\"", 4)            = 4
426145 write(3, "INFO:jaeger_tracing:Reporting sp"..., 89) = 89
426145 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426145 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426159 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426159 write(8, "LOG_START_wsgi ,TS=1715882241.17"..., 37) = 37
426159 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426159 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426159 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426159 write(8, "PID = \n425109\n", 14) = 14
426159 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426159 write(8, "TID = \n426159\n", 14) = 14
426159 write(3, "INFO:werkzeug:TID = \n426159\n", 28) = 28
426159 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426159 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426159 write(8, "LOG_STOP_wsgi, TS=1715882241.173"..., 36) = 36
426159 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
426159 write(1, "#*# REQ_SEND\n", 13)   = 13
426159 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426159 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426159 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426159 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426159 write(1, "*#* RES_REC\n", 12)    = 12
426159 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426159 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426159 write(11, "\"{}\"", 4)           = 4
426159 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426159 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426159 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426162 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
426162 write(8, "LOG_START_wsgi ,TS=1715882241.83"..., 38 <unfinished ...>
426162 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426162 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426163 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
426162 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
426163 write(8, "LOG_START_wsgi ,TS=1715882241.83"..., 38) = 38
426163 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426162 write(8, "PID = \n425109\n", 14) = 14
426162 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
426163 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
426163 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426162 write(8, "TID = \n426162\n", 14) = 14
426162 write(3, "INFO:werkzeug:TID = \n426162\n", 28 <unfinished ...>
426163 write(8, "PID = \n425109\n", 14 <unfinished ...>
426163 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426162 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426162 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426163 write(8, "TID = \n426163\n", 14 <unfinished ...>
426163 write(3, "INFO:werkzeug:TID = \n426163\n", 28) = 28
426162 write(8, "LOG_STOP_wsgi, TS=1715882241.830"..., 37) = 37
426162 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
426163 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
426162 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
426163 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426162 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426163 write(8, "LOG_STOP_wsgi, TS=1715882241.831"..., 37) = 37
426163 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426163 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
426162 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
426163 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426163 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426162 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426162 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426162 write(1, "*#* RES_REC\n", 12)    = 12
426162 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426162 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426162 write(12, "\"{}\"", 4)           = 4
426163 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426162 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426162 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426163 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426162 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426163 write(1, "*#* RES_REC\n", 12)    = 12
426163 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426163 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426163 write(12, "\"{}\"", 4)           = 4
426163 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426163 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426163 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426168 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426168 write(8, "LOG_START_wsgi ,TS=1715882242.00"..., 37) = 37
426168 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426168 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426168 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426168 write(8, "PID = \n425109\n", 14) = 14
426168 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426168 write(8, "TID = \n426168\n", 14) = 14
426168 write(3, "INFO:werkzeug:TID = \n426168\n", 28) = 28
426168 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426168 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
